时间	桩号	地点	车速（km/h）	车牌
time	station	location	m_fSpeed	m_strCarNum
2021/4/25 17:55	K56+400	青龙立交	3878	绿渝AD20148
2021/4/25 17:53	K56+400	青龙立交	4111	NO
2021/4/25 17:53	K56+400	青龙立交	3882	蓝渝F80J59
2021/4/25 17:55	K56+400	青龙立交	3395	蓝渝FNV222
2021/4/25 17:55	K56+400	青龙立交	3656	蓝渝FX6535
2021/4/25 17:53	K56+400	青龙立交	3607	NO
2021/4/25 17:55	K56+400	青龙立交	3637	NO
2021/4/25 17:54	K56+400	青龙立交	4223	蓝渝B92K29
2021/4/25 17:55	K56+400	青龙立交	4178	蓝渝D197H2
2021/4/25 17:55	K56+400	青龙立交	3465	蓝渝FCH585
2021/4/25 17:54	K56+400	青龙立交	4807	蓝渝F67P86
2021/4/25 17:54	K56+400	青龙立交	4594	蓝渝F017C2
2021/4/25 17:54	K56+400	青龙立交	4731	蓝渝AE66R0
2021/4/25 17:54	K56+400	青龙立交	4512	蓝渝DJZ106
2021/4/25 17:54	K56+400	青龙立交	4400	蓝渝AV75M3
2021/4/25 17:54	K56+400	青龙立交	3725	蓝渝F321K7
2021/4/25 17:54	K56+400	青龙立交	4458	蓝渝F1W360
2021/4/25 17:56	K56+400	青龙立交	4227	NO
2021/4/25 17:56	K56+400	青龙立交	3747	蓝渝A55TH6
2021/4/25 17:56	K56+400	青龙立交	4031	NO
2021/4/25 17:56	K56+400	青龙立交	3876	蓝渝FE9657
2021/4/25 17:56	K56+400	青龙立交	4966	NO
2021/4/25 17:56	K56+400	青龙立交	4297	NO
2021/4/25 17:54	K56+400	青龙立交	4588	蓝渝D259E8
2021/4/25 17:56	K56+400	青龙立交	4234	NO
2021/4/25 17:54	K56+400	青龙立交	4140	蓝渝AUB740
2021/4/25 17:56	K56+400	青龙立交	4353	NO
2021/4/25 17:56	K56+400	青龙立交	4812	NO
2021/4/25 17:54	K56+400	青龙立交	4786	蓝渝FY8185
2021/4/25 17:56	K56+400	青龙立交	4588	NO
2021/4/25 17:56	K56+400	青龙立交	4337	NO
2021/4/25 17:54	K56+400	青龙立交	5119	蓝渝FFF003
2021/4/25 17:56	K56+400	青龙立交	4253	蓝渝FL8707
2021/4/25 17:54	K56+400	青龙立交	4830	蓝渝A227NM
2021/4/25 17:54	K56+400	青龙立交	5234	蓝鄂AF22K3
2021/4/25 17:56	K56+400	青龙立交	4184	蓝渝F9U769
2021/4/25 17:54	K56+400	青龙立交	4323	蓝渝FKK969
2021/4/25 17:56	K56+400	青龙立交	4966	蓝渝F25C20
2021/4/25 17:54	K56+400	青龙立交	4220	蓝渝F30P15
2021/4/25 17:56	K56+400	青龙立交	4687	蓝渝FBB803
2021/4/25 17:54	K56+400	青龙立交	4354	蓝渝FLA915
2021/4/25 17:54	K56+400	青龙立交	3953	蓝渝FMH893
2021/4/25 17:56	K56+400	青龙立交	4506	蓝渝A0KV37
2021/4/25 17:56	K56+400	青龙立交	4207	蓝渝F08A98
2021/4/25 17:56	K56+400	青龙立交	4147	NO
2021/4/25 17:55	K56+400	青龙立交	4846	蓝渝A33075
2021/4/25 17:57	K56+400	青龙立交	3605	NO
2021/4/25 17:57	K56+400	青龙立交	3481	蓝渝F17C08
2021/4/25 17:55	K56+400	青龙立交	4531	蓝渝FB6666
2021/4/25 17:55	K56+400	青龙立交	4631	蓝渝A028UM
2021/4/25 17:55	K56+400	青龙立交	3494	蓝渝F3A696
2021/4/25 17:55	K56+400	青龙立交	4316	NO
2021/4/25 17:57	K56+400	青龙立交	3567	蓝渝F95R96
2021/4/25 17:55	K56+400	青龙立交	4120	蓝渝FX0818
2021/4/25 17:55	K56+400	青龙立交	3992	蓝渝A907BL
2021/4/25 17:57	K56+400	青龙立交	3425	NO
2021/4/25 17:55	K56+400	青龙立交	4561	蓝渝A63VV0
2021/4/25 17:57	K56+400	青龙立交	3705	蓝渝DJZ607
2021/4/25 17:57	K56+400	青龙立交	3696	NO
2021/4/25 17:55	K56+400	青龙立交	4084	蓝渝DN1059
2021/4/25 17:57	K56+400	青龙立交	4528	蓝渝FMJ735
2021/4/25 17:57	K56+400	青龙立交	4019	NO
2021/4/25 17:55	K56+400	青龙立交	4641	蓝渝F59Z67
2021/4/25 17:55	K56+400	青龙立交	4458	绿渝ADC1307
2021/4/25 17:55	K56+400	青龙立交	4052	蓝渝FDV893
2021/4/25 17:57	K56+400	青龙立交	3839	蓝渝F1W316
2021/4/25 17:55	K56+400	青龙立交	4394	蓝渝A029LK
2021/4/25 17:55	K56+400	青龙立交	4704	蓝渝F51V31
2021/4/25 17:56	K56+400	青龙立交	4910	蓝渝F22R96
2021/4/25 17:56	K56+400	青龙立交	4414	NO
2021/4/25 17:57	K56+400	青龙立交	4807	蓝渝F9U977
2021/4/25 17:56	K56+400	青龙立交	5114	蓝渝A3BR69
2021/4/25 17:56	K56+400	青龙立交	4678	蓝渝A3BR69
2021/4/25 17:56	K56+400	青龙立交	4678	蓝渝AR3S19
2021/4/25 17:56	K56+400	青龙立交	4791	蓝渝AHB433
2021/4/25 17:56	K56+400	青龙立交	3493	蓝渝F01C77
2021/4/25 17:58	K56+400	青龙立交	4872	蓝渝F791C7
2021/4/25 17:56	K56+400	青龙立交	3608	蓝渝AF7A13
2021/4/25 17:56	K56+400	青龙立交	4174	NO
2021/4/25 17:56	K56+400	青龙立交	3724	NO
2021/4/25 17:56	K56+400	青龙立交	4605	蓝渝AP5J22
2021/4/25 17:56	K56+400	青龙立交	4345	蓝渝F9T053
2021/4/25 17:56	K56+400	青龙立交	3899	蓝渝ACG570
2021/4/25 17:56	K56+400	青龙立交	3883	蓝渝FMQ377
2021/4/25 17:56	K56+400	青龙立交	3733	蓝渝FAM312
2021/4/25 17:56	K56+400	青龙立交	4255	蓝渝A7TJ08
2021/4/25 17:58	K56+400	青龙立交	4026	蓝渝AZ9N79
2021/4/25 17:56	K56+400	青龙立交	3591	蓝渝AK55P3
2021/4/25 17:56	K56+400	青龙立交	4138	蓝渝F31C16
2021/4/25 17:58	K56+400	青龙立交	4849	蓝渝F07776
2021/4/25 17:56	K56+400	青龙立交	4993	蓝渝FT8775
2021/4/25 17:58	K56+400	青龙立交	4480	NO
2021/4/25 17:56	K56+400	青龙立交	4000	蓝渝D7F130
2021/4/25 17:58	K56+400	青龙立交	4116	蓝渝FMV013
2021/4/25 17:56	K56+400	青龙立交	4164	蓝渝A0VG95
2021/4/25 17:56	K56+400	青龙立交	4951	蓝渝DEC229
2021/4/25 17:58	K56+400	青龙立交	4474	NO
2021/4/25 17:56	K56+400	青龙立交	5175	蓝渝FCV597
2021/4/25 17:58	K56+400	青龙立交	4870	蓝渝F011F7
2021/4/25 17:57	K56+400	青龙立交	4633	蓝渝FPL122
2021/4/25 17:57	K56+400	青龙立交	4416	蓝渝DLK109
2021/4/25 17:57	K56+400	青龙立交	4580	蓝渝AY1B21
2021/4/25 17:57	K56+400	青龙立交	2668	蓝渝F939A1
2021/4/25 17:57	K56+400	青龙立交	3376	蓝渝F8W956
2021/4/25 17:57	K56+400	青龙立交	3742	蓝渝F75Z17
2021/4/25 17:59	K56+400	青龙立交	5820	NO
2021/4/25 17:57	K56+400	青龙立交	5296	蓝渝FEN598
2021/4/25 17:59	K56+400	青龙立交	4514	NO
2021/4/25 17:57	K56+400	青龙立交	4877	蓝渝F8B501
2021/4/25 17:57	K56+400	青龙立交	5099	蓝渝F227J3
2021/4/25 17:57	K56+400	青龙立交	4793	绿渝AD48487
2021/4/25 17:57	K56+400	青龙立交	4884	蓝赣F5T002
2021/4/25 17:57	K56+400	青龙立交	4114	蓝渝A45T77
2021/4/25 17:57	K56+400	青龙立交	4450	蓝渝F63U56
2021/4/25 17:57	K56+400	青龙立交	4912	蓝渝FNB790
2021/4/25 17:57	K56+400	青龙立交	3382	绿渝ADD3086
2021/4/25 17:59	K56+400	青龙立交	3676	蓝渝DBV375
2021/4/25 17:57	K56+400	青龙立交	4040	蓝渝AJ98E8
2021/4/25 17:57	K56+400	青龙立交	4663	蓝渝AF5T12
2021/4/25 17:59	K56+400	青龙立交	4675	蓝渝A7038T
2021/4/25 17:57	K56+400	青龙立交	5151	蓝渝FKE084
2021/4/25 17:57	K56+400	青龙立交	4281	蓝渝A1RR73
2021/4/25 17:57	K56+400	青龙立交	3162	蓝渝A0TZ33
2021/4/25 17:59	K56+400	青龙立交	4786	蓝渝AM90S9
2021/4/25 17:57	K56+400	青龙立交	4379	蓝渝F5G615
2021/4/25 17:57	K56+400	青龙立交	3409	蓝渝FPH518
2021/4/25 17:57	K56+400	青龙立交	3934	蓝渝F59U78
2021/4/25 17:58	K56+400	青龙立交	4138	蓝渝AR198Y
2021/4/25 17:58	K56+400	青龙立交	4486	蓝渝F3G366
2021/4/25 17:58	K56+400	青龙立交	4956	蓝渝AU2G63
2021/4/25 17:58	K56+400	青龙立交	4130	蓝渝A8NN29
2021/4/25 17:58	K56+400	青龙立交	4181	蓝渝A8NN29
2021/4/25 17:58	K56+400	青龙立交	4512	蓝渝ARB240
2021/4/25 18:00	K56+400	青龙立交	4336	NO
2021/4/25 17:58	K56+400	青龙立交	4214	蓝渝DKJ116
2021/4/25 18:00	K56+400	青龙立交	3919	蓝闽C055MQ
2021/4/25 18:00	K56+400	青龙立交	4145	蓝渝F5E686
2021/4/25 18:00	K56+400	青龙立交	4431	NO
2021/4/25 17:58	K56+400	青龙立交	5223	蓝渝F960N5
2021/4/25 17:58	K56+400	青龙立交	3503	黄渝A09855F
2021/4/25 18:00	K56+400	青龙立交	4186	NO
2021/4/25 18:00	K56+400	青龙立交	3535	蓝渝FC8778
2021/4/25 17:58	K56+400	青龙立交	4961	蓝渝A39JE6
2021/4/25 17:58	K56+400	青龙立交	4224	NO
2021/4/25 17:58	K56+400	青龙立交	3318	蓝渝D75N97
2021/4/25 17:58	K56+400	青龙立交	3814	NO
2021/4/25 17:58	K56+400	青龙立交	3991	蓝渝F8V506
2021/4/25 17:58	K56+400	青龙立交	3768	蓝渝FCK511
2021/4/25 17:58	K56+400	青龙立交	3886	蓝渝F637H9
2021/4/25 17:58	K56+400	青龙立交	3842	蓝渝A9YC21
2021/4/25 17:58	K56+400	青龙立交	4155	蓝粤LW593H
2021/4/25 17:58	K56+400	青龙立交	3735	NO
2021/4/25 17:58	K56+400	青龙立交	3874	蓝渝F989H0
2021/4/25 18:00	K56+400	青龙立交	3935	NO
2021/4/25 17:58	K56+400	青龙立交	3658	蓝渝FPQ167
2021/4/25 18:00	K56+400	青龙立交	5021	蓝渝FBM062
2021/4/25 17:58	K56+400	青龙立交	4339	蓝渝F9G199
2021/4/25 17:58	K56+400	青龙立交	3983	蓝渝AG6A06
2021/4/25 18:00	K56+400	青龙立交	4419	NO
2021/4/25 17:58	K56+400	青龙立交	4437	蓝渝F69L28
2021/4/25 17:58	K56+400	青龙立交	3886	蓝渝FFY555
2021/4/25 17:59	K56+400	青龙立交	5250	蓝渝AN601Q
2021/4/25 17:59	K56+400	青龙立交	4607	蓝渝AH36A7
2021/4/25 17:59	K56+400	青龙立交	4367	蓝渝A12VR1
2021/4/25 18:00	K56+400	青龙立交	3388	NO
2021/4/25 18:01	K56+400	青龙立交	3660	NO
2021/4/25 18:01	K56+400	青龙立交	4031	蓝渝FC8008
2021/4/25 17:59	K56+400	青龙立交	4157	蓝渝A6B8S0
2021/4/25 18:01	K56+400	青龙立交	3903	蓝渝FL5768
2021/4/25 17:59	K56+400	青龙立交	4197	蓝渝A3SD02
2021/4/25 18:01	K56+400	青龙立交	3815	NO
2021/4/25 18:01	K56+400	青龙立交	3904	NO
2021/4/25 17:59	K56+400	青龙立交	4243	蓝渝AV998F
2021/4/25 18:01	K56+400	青龙立交	3793	NO
2021/4/25 17:59	K56+400	青龙立交	3642	蓝渝A15DK9
2021/4/25 17:59	K56+400	青龙立交	4315	蓝渝FT5981
2021/4/25 18:01	K56+400	青龙立交	4112	蓝渝A193PN
2021/4/25 18:01	K56+400	青龙立交	3756	NO
2021/4/25 17:59	K56+400	青龙立交	4116	蓝渝FKS077
2021/4/25 17:59	K56+400	青龙立交	4539	蓝渝DLS789
2021/4/25 17:59	K56+400	青龙立交	4704	蓝渝F60M29
2021/4/25 18:01	K56+400	青龙立交	4466	蓝渝A378ME
2021/4/25 17:59	K56+400	青龙立交	4486	蓝渝FKQ786
2021/4/25 18:01	K56+400	青龙立交	4415	蓝渝A2BK62
2021/4/25 17:59	K56+400	青龙立交	5118	蓝渝D7K055
2021/4/25 17:59	K56+400	青龙立交	5089	蓝渝DAY705
2021/4/25 17:59	K56+400	青龙立交	4757	NO
2021/4/25 18:01	K56+400	青龙立交	4975	蓝渝BHN186
2021/4/25 18:01	K56+400	青龙立交	4301	NO
2021/4/25 18:01	K56+400	青龙立交	4433	NO
2021/4/25 18:00	K56+400	青龙立交	4896	蓝渝F81A22
2021/4/25 18:00	K56+400	青龙立交	4826	蓝渝F08D57
2021/4/25 18:02	K56+400	青龙立交	4225	蓝渝F26F66
2021/4/25 18:00	K56+400	青龙立交	3890	蓝渝FCL667
2021/4/25 18:02	K56+400	青龙立交	4496	蓝浙G898VB
2021/4/25 18:00	K56+400	青龙立交	4675	NO
2021/4/25 18:00	K56+400	青龙立交	4366	蓝渝D65Y02
2021/4/25 18:02	K56+400	青龙立交	4418	NO
2021/4/25 18:00	K56+400	青龙立交	3810	蓝渝F87J52
2021/4/25 18:00	K56+400	青龙立交	4635	蓝渝A968PW
2021/4/25 18:00	K56+400	青龙立交	3824	蓝渝F989D6
2021/4/25 18:00	K56+400	青龙立交	3774	蓝渝A81SS2
2021/4/25 18:00	K56+400	青龙立交	4431	蓝渝AB998T
2021/4/25 18:00	K56+400	青龙立交	4237	蓝渝F18K55
2021/4/25 18:00	K56+400	青龙立交	4040	蓝渝AY5B85
2021/4/25 18:02	K56+400	青龙立交	3787	NO
2021/4/25 18:02	K56+400	青龙立交	4051	蓝渝A098N5
2021/4/25 18:02	K56+400	青龙立交	4225	蓝渝AJ9J21
2021/4/25 18:00	K56+400	青龙立交	4603	蓝渝AY70N0
2021/4/25 18:02	K56+400	青龙立交	3582	NO
2021/4/25 18:02	K56+400	青龙立交	4332	蓝渝F3L022
2021/4/25 18:00	K56+400	青龙立交	4968	蓝渝A1930E
2021/4/25 18:00	K56+400	青龙立交	3853	蓝川AQ66J6
2021/4/25 18:02	K56+400	青龙立交	3877	蓝渝AP76N9
2021/4/25 18:02	K56+400	青龙立交	3891	NO
2021/4/25 18:01	K56+400	青龙立交	4713	蓝渝AU637X
2021/4/25 18:01	K56+400	青龙立交	4272	蓝渝F2T501
2021/4/25 18:01	K56+400	青龙立交	4553	蓝渝FHC669
2021/4/25 18:02	K56+400	青龙立交	4970	蓝渝FBU669
2021/4/25 18:01	K56+400	青龙立交	4605	蓝渝F85Y98
2021/4/25 18:01	K56+400	青龙立交	3984	蓝渝A7Q755
2021/4/25 18:03	K56+400	青龙立交	3930	NO
2021/4/25 18:01	K56+400	青龙立交	3969	蓝渝F5A088
2021/4/25 18:03	K56+400	青龙立交	4070	蓝渝F16K18
2021/4/25 18:01	K56+400	青龙立交	4026	蓝渝F7G278
2021/4/25 18:01	K56+400	青龙立交	4022	蓝渝DCX629
2021/4/25 18:03	K56+400	青龙立交	4219	NO
2021/4/25 18:03	K56+400	青龙立交	3912	蓝渝DFB182
2021/4/25 18:01	K56+400	青龙立交	4257	蓝渝FC9625
2021/4/25 18:01	K56+400	青龙立交	4084	蓝渝AR862D
2021/4/25 18:01	K56+400	青龙立交	4150	绿渝ADE3329
2021/4/25 18:01	K56+400	青龙立交	4825	蓝渝FBS717
2021/4/25 18:03	K56+400	青龙立交	4531	NO
2021/4/25 18:01	K56+400	青龙立交	4805	蓝渝F555F7
2021/4/25 18:01	K56+400	青龙立交	5041	蓝渝A3079Q
2021/4/25 18:01	K56+400	青龙立交	5096	NO
2021/4/25 18:01	K56+400	青龙立交	3415	黄渝N18699D
2021/4/25 18:03	K56+400	青龙立交	3870	NO
2021/4/25 18:01	K56+400	青龙立交	5651	蓝渝A827EE
2021/4/25 18:03	K56+400	青龙立交	4167	NO
2021/4/25 18:01	K56+400	青龙立交	4488	蓝渝AH5X81
2021/4/25 18:01	K56+400	青龙立交	4796	蓝渝AB155Z
2021/4/25 18:03	K56+400	青龙立交	4576	NO
2021/4/25 18:03	K56+400	青龙立交	4663	NO
2021/4/25 18:03	K56+400	青龙立交	4098	NO
2021/4/25 18:02	K56+400	青龙立交	4680	蓝渝FKA596
2021/4/25 18:03	K56+400	青龙立交	5331	蓝渝DAN748
2021/4/25 18:02	K56+400	青龙立交	4944	蓝渝A6G1J6
2021/4/25 18:02	K56+400	青龙立交	3649	蓝宁P09W58
2021/4/25 18:04	K56+400	青龙立交	4308	蓝渝FAY606
2021/4/25 18:02	K56+400	青龙立交	4678	蓝渝AQ99B0
2021/4/25 18:04	K56+400	青龙立交	3721	蓝渝FKG578
2021/4/25 18:04	K56+400	青龙立交	3718	NO
2021/4/25 18:02	K56+400	青龙立交	4300	蓝渝A7MT22
2021/4/25 18:04	K56+400	青龙立交	4248	蓝渝AM9Y11
2021/4/25 18:04	K56+400	青龙立交	4302	NO
2021/4/25 18:04	K56+400	青龙立交	4695	蓝渝FE9705
2021/4/25 18:02	K56+400	青龙立交	3899	蓝渝FMA089
2021/4/25 18:02	K56+400	青龙立交	4978	蓝渝DDS551
2021/4/25 18:02	K56+400	青龙立交	4669	蓝渝F3W632
2021/4/25 18:02	K56+400	青龙立交	4998	蓝渝DCP919
2021/4/25 18:04	K56+400	青龙立交	4884	蓝渝AF711E
2021/4/25 18:02	K56+400	青龙立交	4431	NO
2021/4/25 18:02	K56+400	青龙立交	4005	NO
2021/4/25 18:04	K56+400	青龙立交	4375	NO
2021/4/25 18:04	K56+400	青龙立交	4629	NO
2021/4/25 18:02	K56+400	青龙立交	4472	蓝渝F1W072
2021/4/25 18:04	K56+400	青龙立交	4455	蓝渝F06856
2021/4/25 18:02	K56+400	青龙立交	5256	蓝渝DBZ102
2021/4/25 18:04	K56+400	青龙立交	4151	NO
2021/4/25 18:04	K56+400	青龙立交	4088	蓝渝F5C873
2021/4/25 18:04	K56+400	青龙立交	4206	NO
2021/4/25 18:02	K56+400	青龙立交	4971	NO
2021/4/25 18:04	K56+400	青龙立交	3986	蓝渝FX2877
2021/4/25 18:02	K56+400	青龙立交	4531	蓝渝FJD718
2021/4/25 18:04	K56+400	青龙立交	4055	蓝渝AW8S10
2021/4/25 18:04	K56+400	青龙立交	4058	NO
2021/4/25 18:02	K56+400	青龙立交	4773	蓝渝FEU960
2021/4/25 18:03	K56+400	青龙立交	4169	蓝渝FGH880
2021/4/25 18:04	K56+400	青龙立交	4220	NO
2021/4/25 18:04	K56+400	青龙立交	3886	绿渝ADC0778
2021/4/25 18:03	K56+400	青龙立交	3880	蓝渝F8X988
2021/4/25 18:05	K56+400	青龙立交	3770	NO
2021/4/25 18:05	K56+400	青龙立交	4114	NO
2021/4/25 18:03	K56+400	青龙立交	4291	蓝渝AH16V1
2021/4/25 18:03	K56+400	青龙立交	3814	蓝渝AH16V1
2021/4/25 18:03	K56+400	青龙立交	4003	蓝渝FCX901
2021/4/25 18:03	K56+400	青龙立交	5632	蓝渝FE7866
2021/4/25 18:03	K56+400	青龙立交	3410	蓝渝FCY277
2021/4/25 18:05	K56+400	青龙立交	4903	NO
2021/4/25 18:03	K56+400	青龙立交	4633	蓝渝AK733V
2021/4/25 18:03	K56+400	青龙立交	4338	蓝渝AF0M22
2021/4/25 18:03	K56+400	青龙立交	4211	蓝渝FAJ077
2021/4/25 18:03	K56+400	青龙立交	4735	蓝渝A0VC66
2021/4/25 18:03	K56+400	青龙立交	4465	蓝渝A0VC66
2021/4/25 18:03	K56+400	青龙立交	4741	蓝渝F578G7
2021/4/25 18:03	K56+400	青龙立交	5591	蓝渝AA170T
2021/4/25 18:05	K56+400	青龙立交	4381	NO
2021/4/25 18:03	K56+400	青龙立交	4211	蓝渝AA170T
2021/4/25 18:03	K56+400	青龙立交	4273	蓝渝A175UW
2021/4/25 18:03	K56+400	青龙立交	4282	蓝渝AX68P8
2021/4/25 18:03	K56+400	青龙立交	4096	蓝渝AG72N0
2021/4/25 18:05	K56+400	青龙立交	3304	蓝渝B9F111
2021/4/25 18:03	K56+400	青龙立交	4404	蓝渝F1C738
2021/4/25 18:03	K56+400	青龙立交	4354	蓝渝DJC976
2021/4/25 18:03	K56+400	青龙立交	3992	蓝渝AF737C
2021/4/25 18:03	K56+400	青龙立交	4090	蓝渝BMQ124
2021/4/25 18:04	K56+400	青龙立交	5466	蓝渝F8B601
2021/4/25 18:05	K56+400	青龙立交	4121	蓝渝FKX979
2021/4/25 18:05	K56+400	青龙立交	4282	NO
2021/4/25 18:04	K56+400	青龙立交	4414	蓝渝DHM597
2021/4/25 18:04	K56+400	青龙立交	4501	蓝渝A7310L
2021/4/25 18:06	K56+400	青龙立交	4498	蓝渝A600GU
2021/4/25 18:04	K56+400	青龙立交	4856	蓝渝A0666D
2021/4/25 18:04	K56+400	青龙立交	4141	蓝渝A08RR6
2021/4/25 18:04	K56+400	青龙立交	5564	蓝渝AD669F
2021/4/25 18:06	K56+400	青龙立交	4490	蓝渝A150NZ
2021/4/25 18:06	K56+400	青龙立交	4458	NO
2021/4/25 18:06	K56+400	青龙立交	4721	NO
2021/4/25 18:04	K56+400	青龙立交	4652	NO
2021/4/25 18:04	K56+400	青龙立交	4336	蓝渝F89E07
2021/4/25 18:06	K56+400	青龙立交	4124	蓝渝A339FV
2021/4/25 18:04	K56+400	青龙立交	5517	蓝渝A00A27
2021/4/25 18:06	K56+400	青龙立交	3967	NO
2021/4/25 18:04	K56+400	青龙立交	5337	蓝渝FBM396
2021/4/25 18:06	K56+400	青龙立交	4623	绿渝AF09666
2021/4/25 18:04	K56+400	青龙立交	4448	蓝渝D980J8
2021/4/25 18:04	K56+400	青龙立交	4927	蓝渝D28H63
2021/4/25 18:04	K56+400	青龙立交	5025	蓝渝D395C8
2021/4/25 18:06	K56+400	青龙立交	4075	NO
2021/4/25 18:04	K56+400	青龙立交	4561	蓝渝AR77Q5
2021/4/25 18:04	K56+400	青龙立交	4906	蓝渝DBL121
2021/4/25 18:06	K56+400	青龙立交	4181	黄渝ADC81G
2021/4/25 18:05	K56+400	青龙立交	4462	蓝渝F5W630
2021/4/25 18:05	K56+400	青龙立交	4360	蓝渝A019GV
2021/4/25 18:05	K56+400	青龙立交	5193	绿渝AD04522
2021/4/25 18:05	K56+400	青龙立交	4582	蓝渝A881PJ
2021/4/25 18:07	K56+400	青龙立交	4289	NO
2021/4/25 18:05	K56+400	青龙立交	4842	蓝渝DFK379
2021/4/25 18:07	K56+400	青龙立交	3505	NO
2021/4/25 18:05	K56+400	青龙立交	4874	蓝渝DBX730
2021/4/25 18:05	K56+400	青龙立交	4519	NO
2021/4/25 18:05	K56+400	青龙立交	4778	蓝渝FJQ466
2021/4/25 18:05	K56+400	青龙立交	4367	蓝渝FEP550
2021/4/25 18:05	K56+400	青龙立交	4558	蓝渝AB997K
2021/4/25 18:05	K56+400	青龙立交	4166	蓝渝A808QH
2021/4/25 18:07	K56+400	青龙立交	3499	NO
2021/4/25 18:05	K56+400	青龙立交	3909	蓝渝A7H95S
2021/4/25 18:07	K56+400	青龙立交	3482	NO
2021/4/25 18:05	K56+400	青龙立交	4486	蓝渝F12K85
2021/4/25 18:07	K56+400	青龙立交	3960	NO
2021/4/25 18:05	K56+400	青龙立交	3780	蓝渝DFF087
2021/4/25 18:05	K56+400	青龙立交	4429	蓝渝FPJ268
2021/4/25 18:05	K56+400	青龙立交	4466	蓝辽C1918U
2021/4/25 18:05	K56+400	青龙立交	4858	蓝川A59G47
2021/4/25 18:05	K56+400	青龙立交	3317	蓝渝A2JC53
2021/4/25 18:05	K56+400	青龙立交	4566	蓝渝F028F6
2021/4/25 18:05	K56+400	青龙立交	3802	蓝渝FT0271
2021/4/25 18:07	K56+400	青龙立交	4179	蓝渝F770P1
2021/4/25 18:05	K56+400	青龙立交	4067	蓝渝AD12X0
2021/4/25 18:05	K56+400	青龙立交	4299	蓝渝DJM750
2021/4/25 18:05	K56+400	青龙立交	3842	NO
2021/4/25 18:05	K56+400	青龙立交	4312	蓝渝FRG929
2021/4/25 18:05	K56+400	青龙立交	3805	蓝渝DFF817
2021/4/25 18:06	K56+400	青龙立交	4086	蓝渝FT9911
2021/4/25 18:06	K56+400	青龙立交	3808	蓝渝D96A95
2021/4/25 18:07	K56+400	青龙立交	4522	蓝渝F82A83
2021/4/25 18:06	K56+400	青龙立交	3729	蓝渝AV29P8
2021/4/25 18:06	K56+400	青龙立交	4605	蓝渝D2T830
2021/4/25 18:06	K56+400	青龙立交	4292	蓝渝FMW116
2021/4/25 18:06	K56+400	青龙立交	4523	蓝渝EKD676
2021/4/25 18:06	K56+400	青龙立交	4473	蓝渝A7229T
2021/4/25 18:08	K56+400	青龙立交	4766	蓝渝F9D093
2021/4/25 18:08	K56+400	青龙立交	4366	NO
2021/4/25 18:08	K56+400	青龙立交	4567	蓝渝D899X3
2021/4/25 18:06	K56+400	青龙立交	5470	蓝渝AL1T93
2021/4/25 18:08	K56+400	青龙立交	4400	NO
2021/4/25 18:08	K56+400	青龙立交	4172	蓝赣FJC589
2021/4/25 18:08	K56+400	青龙立交	4520	NO
2021/4/25 18:06	K56+400	青龙立交	5161	蓝渝DBT069
2021/4/25 18:06	K56+400	青龙立交	5081	蓝渝F93F83
2021/4/25 18:06	K56+400	青龙立交	4029	蓝渝DHP017
2021/4/25 18:08	K56+400	青龙立交	4534	蓝川AJT941
2021/4/25 18:08	K56+400	青龙立交	4164	NO
2021/4/25 18:08	K56+400	青龙立交	4250	蓝渝A5A88A
2021/4/25 18:06	K56+400	青龙立交	4697	蓝渝F17K60
2021/4/25 18:06	K56+400	青龙立交	4524	蓝渝FFQ737
2021/4/25 18:06	K56+400	青龙立交	4680	NO
2021/4/25 18:06	K56+400	青龙立交	4715	蓝渝A378TP
2021/4/25 18:08	K56+400	青龙立交	4104	蓝渝F5C803
2021/4/25 18:06	K56+400	青龙立交	4939	蓝渝AA1G52
2021/4/25 18:06	K56+400	青龙立交	5443	蓝渝AF3B72
2021/4/25 18:08	K56+400	青龙立交	4789	蓝渝F53029
2021/4/25 18:08	K56+400	青龙立交	4407	NO
2021/4/25 18:08	K56+400	青龙立交	3318	蓝渝F8L211
2021/4/25 18:07	K56+400	青龙立交	4673	蓝渝FX3102
2021/4/25 18:09	K56+400	青龙立交	4071	NO
2021/4/25 18:07	K56+400	青龙立交	4336	蓝渝AU3D52
2021/4/25 18:07	K56+400	青龙立交	3567	蓝渝F52A01
2021/4/25 18:07	K56+400	青龙立交	3431	蓝渝F89Y90
2021/4/25 18:09	K56+400	青龙立交	4366	NO
2021/4/25 18:07	K56+400	青龙立交	5125	蓝渝F737A9
2021/4/25 18:07	K56+400	青龙立交	4225	蓝渝HDP899
2021/4/25 18:07	K56+400	青龙立交	3872	蓝渝FRX749
2021/4/25 18:07	K56+400	青龙立交	3701	黄渝F39972
2021/4/25 18:07	K56+400	青龙立交	4438	蓝渝FBJ136
2021/4/25 18:09	K56+400	青龙立交	4528	蓝渝DNB599
2021/4/25 18:07	K56+400	青龙立交	4417	NO
2021/4/25 18:09	K56+400	青龙立交	6417	NO
2021/4/25 18:09	K56+400	青龙立交	4456	NO
2021/4/25 18:07	K56+400	青龙立交	4264	蓝渝A822CF
2021/4/25 18:07	K56+400	青龙立交	4343	蓝渝F60Z93
2021/4/25 18:09	K56+400	青龙立交	4748	NO
2021/4/25 18:07	K56+400	青龙立交	4450	蓝渝A2YB88
2021/4/25 18:08	K56+400	青龙立交	4613	蓝渝DKW430
