时间	桩号	地点	车速（km/h）	车牌
time	station	location	m_fSpeed	m_strCarNum
2021/4/25 16:28	K56+400	青龙立交	3746	蓝渝FX2071
2021/4/25 16:28	K56+400	青龙立交	4884	蓝渝AQ9P03
2021/4/25 16:26	K56+400	青龙立交	4697	蓝渝A96AT7
2021/4/25 16:26	K56+400	青龙立交	4641	蓝渝FL5988
2021/4/25 16:26	K56+400	青龙立交	4098	绿渝ADE6281
2021/4/25 16:28	K56+400	青龙立交	4291	蓝渝A796TW
2021/4/25 16:28	K56+400	青龙立交	4345	蓝渝F398E8
2021/4/25 16:28	K56+400	青龙立交	4396	蓝渝FFY676
2021/4/25 16:26	K56+400	青龙立交	5025	蓝渝AP202B
2021/4/25 16:26	K56+400	青龙立交	5356	蓝渝DJR585
2021/4/25 16:26	K56+400	青龙立交	5046	蓝渝DJR585
2021/4/25 16:26	K56+400	青龙立交	4889	蓝渝F561H6
2021/4/25 16:26	K56+400	青龙立交	5933	白渝F2536警
2021/4/25 16:28	K56+400	青龙立交	4739	蓝渝A6KF10
2021/4/25 16:26	K56+400	青龙立交	4985	蓝渝AF3W87
2021/4/25 16:28	K56+400	青龙立交	4409	蓝渝E83A63
2021/4/25 16:26	K56+400	青龙立交	4886	蓝渝AH36F1
2021/4/25 16:28	K56+400	青龙立交	3766	蓝渝A3290P
2021/4/25 16:28	K56+400	青龙立交	6014	蓝渝A03KM9
2021/4/25 16:27	K56+400	青龙立交	4601	蓝渝F56F90
2021/4/25 16:27	K56+400	青龙立交	5259	蓝渝AH88E0
2021/4/25 16:29	K56+400	青龙立交	4390	蓝渝DEY518
2021/4/25 16:27	K56+400	青龙立交	6165	蓝渝AWZ138
2021/4/25 16:27	K56+400	青龙立交	3302	黄渝A09855F
2021/4/25 16:29	K56+400	青龙立交	4053	蓝渝F5C161
2021/4/25 16:27	K56+400	青龙立交	4297	蓝渝F008N7
2021/4/25 16:27	K56+400	青龙立交	4863	蓝渝A2SA76
2021/4/25 16:27	K56+400	青龙立交	3102	NO
2021/4/25 16:29	K56+400	青龙立交	4293	蓝渝FFC738
2021/4/25 16:27	K56+400	青龙立交	4889	蓝渝FBC365
2021/4/25 16:29	K56+400	青龙立交	4051	绿渝AF07151
2021/4/25 16:27	K56+400	青龙立交	4524	蓝渝FGQ989
2021/4/25 16:27	K56+400	青龙立交	4135	蓝渝F6W993
2021/4/25 16:29	K56+400	青龙立交	4168	蓝渝A273GV
2021/4/25 16:27	K56+400	青龙立交	4539	蓝渝FE9722
2021/4/25 16:29	K56+400	青龙立交	4764	蓝渝F3G598
2021/4/25 16:27	K56+400	青龙立交	4460	蓝渝FNN616
2021/4/25 16:29	K56+400	青龙立交	3977	蓝渝FRX399
2021/4/25 16:27	K56+400	青龙立交	4689	蓝渝F975R9
2021/4/25 16:29	K56+400	青龙立交	4368	蓝渝AQ611J
2021/4/25 16:30	K56+400	青龙立交	4520	蓝渝FQB252
2021/4/25 16:28	K56+400	青龙立交	5962	蓝渝AQ076L
2021/4/25 16:28	K56+400	青龙立交	6516	蓝渝F1X160
2021/4/25 16:30	K56+400	青龙立交	4310	蓝渝AC71H0
2021/4/25 16:28	K56+400	青龙立交	4465	蓝渝FQF737
2021/4/25 16:30	K56+400	青龙立交	3964	蓝渝DGK038
2021/4/25 16:28	K56+400	青龙立交	5328	NO
2021/4/25 16:28	K56+400	青龙立交	4373	蓝渝AZE772
2021/4/25 16:28	K56+400	青龙立交	5625	蓝渝AJ623E
2021/4/25 16:30	K56+400	青龙立交	4135	蓝渝AX91B2
2021/4/25 16:28	K56+400	青龙立交	5331	蓝渝AU689A
2021/4/25 16:30	K56+400	青龙立交	4504	蓝渝AH9211
2021/4/25 16:30	K56+400	青龙立交	4626	蓝渝FY6906
2021/4/25 16:30	K56+400	青龙立交	4851	NO
2021/4/25 16:28	K56+400	青龙立交	5573	蓝渝A128R4
2021/4/25 16:28	K56+400	青龙立交	4920	NO
2021/4/25 16:28	K56+400	青龙立交	4823	蓝渝F91P13
2021/4/25 16:30	K56+400	青龙立交	3938	蓝渝F79T78
2021/4/25 16:28	K56+400	青龙立交	5737	蓝渝F9F305
2021/4/25 16:30	K56+400	青龙立交	4078	蓝渝F3B387
2021/4/25 16:30	K56+400	青龙立交	4584	蓝渝FFJ293
2021/4/25 16:28	K56+400	青龙立交	5110	蓝渝F8T096
2021/4/25 16:29	K56+400	青龙立交	4612	蓝渝A33JW5
2021/4/25 16:30	K56+400	青龙立交	3603	NO
2021/4/25 16:30	K56+400	青龙立交	3929	蓝渝A185FU
2021/4/25 16:31	K56+400	青龙立交	4755	蓝渝A710MZ
2021/4/25 16:31	K56+400	青龙立交	4293	蓝渝FC2202
2021/4/25 16:29	K56+400	青龙立交	3906	蓝渝A80VW6
2021/4/25 16:31	K56+400	青龙立交	4336	蓝渝AC5K86
2021/4/25 16:31	K56+400	青龙立交	4615	蓝渝FD8356
2021/4/25 16:31	K56+400	青龙立交	4622	蓝渝A0991M
2021/4/25 16:29	K56+400	青龙立交	4173	蓝渝FBQ528
2021/4/25 16:29	K56+400	青龙立交	4680	蓝渝F17K88
2021/4/25 16:29	K56+400	青龙立交	5038	NO
2021/4/25 16:29	K56+400	青龙立交	5632	蓝赣FDP090
2021/4/25 16:29	K56+400	青龙立交	4626	NO
2021/4/25 16:29	K56+400	青龙立交	5715	蓝渝AE068B
2021/4/25 16:29	K56+400	青龙立交	4421	蓝渝DKY817
2021/4/25 16:29	K56+400	青龙立交	5940	蓝渝A3KC53
2021/4/25 16:29	K56+400	青龙立交	5286	蓝渝A3859S
2021/4/25 16:31	K56+400	青龙立交	4162	蓝浙K21632
2021/4/25 16:29	K56+400	青龙立交	4328	蓝渝F9W900
2021/4/25 16:30	K56+400	青龙立交	4713	蓝渝A0LJ61
2021/4/25 16:30	K56+400	青龙立交	4961	蓝渝FEK626
2021/4/25 16:30	K56+400	青龙立交	3592	黄渝A18699D
2021/4/25 16:30	K56+400	青龙立交	4766	NO
2021/4/25 16:30	K56+400	青龙立交	3766	蓝渝AH99A3
2021/4/25 16:30	K56+400	青龙立交	4214	蓝渝A59079
2021/4/25 16:30	K56+400	青龙立交	4622	NO
2021/4/25 16:32	K56+400	青龙立交	4976	蓝渝F2X575
2021/4/25 16:32	K56+400	青龙立交	4547	蓝渝FL8722
2021/4/25 16:30	K56+400	青龙立交	4802	蓝渝A1KW01
2021/4/25 16:30	K56+400	青龙立交	3767	蓝渝D29E71
2021/4/25 16:32	K56+400	青龙立交	4402	蓝渝D592L0
2021/4/25 16:32	K56+400	青龙立交	4860	蓝渝F81A80
2021/4/25 16:30	K56+400	青龙立交	4441	绿渝ADE8619
2021/4/25 16:32	K56+400	青龙立交	4689	蓝渝F38C56
2021/4/25 16:30	K56+400	青龙立交	3891	蓝渝F36U81
2021/4/25 16:32	K56+400	青龙立交	4291	蓝渝AG6B78
2021/4/25 16:32	K56+400	青龙立交	3717	绿渝AF12769
2021/4/25 16:30	K56+400	青龙立交	4886	蓝渝F83A96
2021/4/25 16:30	K56+400	青龙立交	4755	蓝渝FR8137
2021/4/25 16:33	K56+400	青龙立交	3064	黄渝DV0390
2021/4/25 16:33	K56+400	青龙立交	4118	蓝津RSN691
2021/4/25 16:31	K56+400	青龙立交	4823	蓝渝AC808M
2021/4/25 16:33	K56+400	青龙立交	2737	黄渝D77988
2021/4/25 16:31	K56+400	青龙立交	4771	蓝渝A89QR9
2021/4/25 16:33	K56+400	青龙立交	3713	蓝渝DDR246
2021/4/25 16:31	K56+400	青龙立交	3798	蓝渝F6E839
2021/4/25 16:31	K56+400	青龙立交	3752	蓝渝F6E839
2021/4/25 16:33	K56+400	青龙立交	4026	蓝渝AX953M
2021/4/25 16:33	K56+400	青龙立交	4998	NO
2021/4/25 16:31	K56+400	青龙立交	4429	蓝渝F057G7
2021/4/25 16:31	K56+400	青龙立交	4532	蓝渝A636TY
2021/4/25 16:33	K56+400	青龙立交	4081	黄渝D03322
2021/4/25 16:31	K56+400	青龙立交	4936	NO
2021/4/25 16:31	K56+400	青龙立交	4498	蓝渝AT3467
2021/4/25 16:33	K56+400	青龙立交	4663	蓝渝AT0979
2021/4/25 16:33	K56+400	青龙立交	3508	蓝渝AG18T3
2021/4/25 16:33	K56+400	青龙立交	4016	蓝渝FAA311
2021/4/25 16:33	K56+400	青龙立交	4756	蓝赣SK91B3
2021/4/25 16:33	K56+400	青龙立交	3165	蓝渝F3S109
2021/4/25 16:34	K56+400	青龙立交	4520	蓝渝F12K90
2021/4/25 16:34	K56+400	青龙立交	4295	蓝渝F8U763
2021/4/25 16:34	K56+400	青龙立交	4032	蓝渝AD8X61
2021/4/25 16:34	K56+400	青龙立交	3699	蓝渝A730VS
2021/4/25 16:34	K56+400	青龙立交	4119	蓝渝AR5P67
2021/4/25 16:34	K56+400	青龙立交	3369	蓝渝DLS080
2021/4/25 16:34	K56+400	青龙立交	4017	蓝渝F5E935
2021/4/25 16:34	K56+400	青龙立交	4454	蓝渝FLQ699
2021/4/25 16:32	K56+400	青龙立交	4929	蓝渝F0B698
2021/4/25 16:34	K56+400	青龙立交	4757	蓝渝FV1913
2021/4/25 16:32	K56+400	青龙立交	5028	蓝渝A30AN3
2021/4/25 16:33	K56+400	青龙立交	4607	蓝渝AC0Z76
2021/4/25 16:34	K56+400	青龙立交	5278	蓝渝FFW877
2021/4/25 16:33	K56+400	青龙立交	5359	蓝渝A083NT
2021/4/25 16:35	K56+400	青龙立交	4569	蓝渝DP3476
2021/4/25 16:33	K56+400	青龙立交	4821	蓝渝A2VY68
2021/4/25 16:35	K56+400	青龙立交	4800	蓝渝FGQ989
2021/4/25 16:35	K56+400	青龙立交	1695	黄渝BX0100
2021/4/25 16:35	K56+400	青龙立交	4055	蓝渝A3VW69
2021/4/25 16:35	K56+400	青龙立交	4580	蓝渝F11R63
2021/4/25 16:35	K56+400	青龙立交	4027	蓝渝F53A23
2021/4/25 16:35	K56+400	青龙立交	4810	蓝渝AJ9E89
2021/4/25 16:35	K56+400	青龙立交	2002	蓝渝A5UR85
2021/4/25 16:35	K56+400	青龙立交	4061	蓝渝AE08C3
2021/4/25 16:35	K56+400	青龙立交	4739	蓝渝F1X531
2021/4/25 16:35	K56+400	青龙立交	3955	蓝渝FFD189
2021/4/25 16:33	K56+400	青龙立交	4205	蓝渝FB3836
2021/4/25 16:35	K56+400	青龙立交	4077	蓝渝AG767F
2021/4/25 16:33	K56+400	青龙立交	4244	蓝渝A971JQ
2021/4/25 16:33	K56+400	青龙立交	4200	蓝渝A722CT
2021/4/25 16:33	K56+400	青龙立交	3777	蓝渝A722CT
2021/4/25 16:33	K56+400	青龙立交	4492	蓝渝AE0R52
2021/4/25 16:33	K56+400	青龙立交	3970	蓝渝AE0R52
2021/4/25 16:33	K56+400	青龙立交	3962	NO
2021/4/25 16:35	K56+400	青龙立交	5346	蓝渝F0W303
2021/4/25 16:33	K56+400	青龙立交	4071	蓝渝AJ3G15
2021/4/25 16:35	K56+400	青龙立交	4572	NO
2021/4/25 16:35	K56+400	青龙立交	3773	蓝渝D52719
2021/4/25 16:33	K56+400	青龙立交	5302	蓝渝DZ3539
2021/4/25 16:36	K56+400	青龙立交	4408	NO
2021/4/25 16:34	K56+400	青龙立交	5023	蓝渝F5A391
2021/4/25 16:36	K56+400	青龙立交	4466	蓝渝A587UX
2021/4/25 16:36	K56+400	青龙立交	4510	蓝渝FJW839
2021/4/25 16:36	K56+400	青龙立交	3652	蓝渝F535A0
2021/4/25 16:36	K56+400	青龙立交	3830	蓝渝FFK337
2021/4/25 16:34	K56+400	青龙立交	4029	蓝辽FV6887
2021/4/25 16:36	K56+400	青龙立交	4656	蓝渝FLF097
2021/4/25 16:36	K56+400	青龙立交	3632	黄渝A77G82
2021/4/25 16:34	K56+400	青龙立交	4273	蓝渝A0186T
2021/4/25 16:36	K56+400	青龙立交	4204	蓝渝A1535R
2021/4/25 16:34	K56+400	青龙立交	3492	蓝渝DZ7073
2021/4/25 16:34	K56+400	青龙立交	3659	蓝渝FY9761
2021/4/25 16:34	K56+400	青龙立交	3767	蓝渝FFY529
2021/4/25 16:34	K56+400	青龙立交	5003	蓝渝F373F0
2021/4/25 16:34	K56+400	青龙立交	5594	蓝渝FQF196
2021/4/25 16:34	K56+400	青龙立交	4179	蓝渝F25E77
2021/4/25 16:34	K56+400	青龙立交	4603	蓝渝F72S30
2021/4/25 16:34	K56+400	青龙立交	4404	蓝渝AZ866Y
2021/4/25 16:36	K56+400	青龙立交	4842	蓝渝A6NQ33
2021/4/25 16:35	K56+400	青龙立交	4673	蓝渝FEV776
2021/4/25 16:35	K56+400	青龙立交	4499	NO
2021/4/25 16:37	K56+400	青龙立交	2612	黄渝A02662D
2021/4/25 16:37	K56+400	青龙立交	3904	蓝渝A1AZ80
2021/4/25 16:37	K56+400	青龙立交	3807	蓝渝AS99X9
2021/4/25 16:35	K56+400	青龙立交	4697	蓝渝DHD997
2021/4/25 16:35	K56+400	青龙立交	4370	蓝渝A502RD
2021/4/25 16:35	K56+400	青龙立交	4848	蓝渝A502RD
2021/4/25 16:37	K56+400	青龙立交	3282	蓝渝D77R55
2021/4/25 16:35	K56+400	青龙立交	4601	绿渝AD08055
2021/4/25 16:35	K56+400	青龙立交	4490	蓝渝F89S51
2021/4/25 16:37	K56+400	青龙立交	3884	蓝渝FEG611
2021/4/25 16:37	K56+400	青龙立交	4048	蓝渝A5GK39
2021/4/25 16:37	K56+400	青龙立交	3891	蓝渝A5XT22
2021/4/25 16:37	K56+400	青龙立交	3668	蓝渝FNK700
2021/4/25 16:37	K56+400	青龙立交	4114	蓝渝AM32D3
2021/4/25 16:37	K56+400	青龙立交	4618	蓝渝F02C37
2021/4/25 16:37	K56+400	青龙立交	4661	蓝渝DLU933
2021/4/25 16:37	K56+400	青龙立交	3483	蓝渝A799FV
2021/4/25 16:37	K56+400	青龙立交	4746	蓝粤B9T07A
2021/4/25 16:35	K56+400	青龙立交	5073	蓝渝AM5F17
2021/4/25 16:35	K56+400	青龙立交	5896	蓝渝A9LD78
2021/4/25 16:35	K56+400	青龙立交	5172	蓝浙FLU939
2021/4/25 16:35	K56+400	青龙立交	5162	蓝渝F06065
2021/4/25 16:35	K56+400	青龙立交	3057	蓝渝F0U888
2021/4/25 16:36	K56+400	青龙立交	4563	蓝渝DGS029
2021/4/25 16:37	K56+400	青龙立交	4702	蓝浙CC6W92
2021/4/25 16:36	K56+400	青龙立交	4710	蓝渝AT183W
2021/4/25 16:37	K56+400	青龙立交	4682	蓝渝F82A03
2021/4/25 16:36	K56+400	青龙立交	4528	蓝渝F5T860
2021/4/25 16:36	K56+400	青龙立交	4327	NO
2021/4/25 16:36	K56+400	青龙立交	3774	蓝渝F6U330
2021/4/25 16:38	K56+400	青龙立交	4389	蓝渝F0W973
2021/4/25 16:36	K56+400	青龙立交	5154	蓝渝A920LA
2021/4/25 16:36	K56+400	青龙立交	4665	蓝渝F257D3
2021/4/25 16:36	K56+400	青龙立交	4930	蓝渝A7NV57
2021/4/25 16:38	K56+400	青龙立交	4576	蓝渝DHM819
2021/4/25 16:36	K56+400	青龙立交	5613	蓝渝FX2801
2021/4/25 16:36	K56+400	青龙立交	4164	蓝渝FAA807
2021/4/25 16:36	K56+400	青龙立交	5010	蓝粤P33Q22
2021/4/25 16:38	K56+400	青龙立交	4198	蓝鲁DU926Z
2021/4/25 16:38	K56+400	青龙立交	4437	蓝渝F583P9
2021/4/25 16:36	K56+400	青龙立交	4949	蓝渝F3G802
2021/4/25 16:36	K56+400	青龙立交	3414	蓝渝A773YF
2021/4/25 16:38	K56+400	青龙立交	4484	蓝渝A5519T
2021/4/25 16:36	K56+400	青龙立交	4595	绿渝AD75085
2021/4/25 16:36	K56+400	青龙立交	5467	蓝渝F7E029
2021/4/25 16:36	K56+400	青龙立交	5520	蓝渝D017Z8
2021/4/25 16:38	K56+400	青龙立交	4665	蓝渝AF603U
2021/4/25 16:38	K56+400	青龙立交	4768	蓝渝FNS109
2021/4/25 16:36	K56+400	青龙立交	5191	蓝渝A962SK
2021/4/25 16:36	K56+400	青龙立交	4421	蓝渝F12K22
2021/4/25 16:38	K56+400	青龙立交	3791	蓝渝D92Z93
2021/4/25 16:36	K56+400	青龙立交	4636	蓝鄂A79X5D
2021/4/25 16:39	K56+400	青龙立交	4326	蓝渝F6F799
2021/4/25 16:39	K56+400	青龙立交	4755	蓝渝FAC125
2021/4/25 16:37	K56+400	青龙立交	5275	绿渝ADC3826
2021/4/25 16:37	K56+400	青龙立交	4597	蓝渝F1X287
2021/4/25 16:37	K56+400	青龙立交	4377	蓝渝F83B68
2021/4/25 16:39	K56+400	青龙立交	3502	黄渝F05571
2021/4/25 16:39	K56+400	青龙立交	4150	蓝渝F01P30
2021/4/25 16:39	K56+400	青龙立交	4431	蓝渝A3RJ58
2021/4/25 16:37	K56+400	青龙立交	4553	蓝渝F8D859
2021/4/25 16:37	K56+400	青龙立交	5104	蓝渝D308D6
2021/4/25 16:37	K56+400	青龙立交	5193	蓝渝FDR728
2021/4/25 16:39	K56+400	青龙立交	4454	蓝渝E80X97
2021/4/25 16:39	K56+400	青龙立交	4086	蓝渝AV0N59
2021/4/25 16:39	K56+400	青龙立交	3983	蓝渝F97S60
2021/4/25 16:39	K56+400	青龙立交	3795	蓝渝FKJ385
2021/4/25 16:37	K56+400	青龙立交	4920	蓝渝AF7H73
2021/4/25 16:38	K56+400	青龙立交	4980	蓝渝F96Z57
2021/4/25 16:39	K56+400	青龙立交	4034	NO
2021/4/25 16:38	K56+400	青龙立交	5078	蓝渝F59A63
2021/4/25 16:38	K56+400	青龙立交	4842	蓝豫GVV006
2021/4/25 16:38	K56+400	青龙立交	4186	蓝渝A01A27
2021/4/25 16:38	K56+400	青龙立交	4516	蓝渝FBC666
2021/4/25 16:40	K56+400	青龙立交	4279	蓝渝DER050
2021/4/25 16:40	K56+400	青龙立交	3105	黄渝A13055D
2021/4/25 16:40	K56+400	青龙立交	4317	蓝渝FCW325
2021/4/25 16:38	K56+400	青龙立交	4818	蓝渝F81A19
2021/4/25 16:40	K56+400	青龙立交	4551	蓝渝A2EL82
2021/4/25 16:40	K56+400	青龙立交	4770	蓝渝AD767D
2021/4/25 16:38	K56+400	青龙立交	3847	蓝渝FGJ757
2021/4/25 16:40	K56+400	青龙立交	4508	蓝渝F8C511
2021/4/25 16:40	K56+400	青龙立交	4188	蓝渝AE76L7
2021/4/25 16:40	K56+400	青龙立交	4523	蓝渝D16Y59
2021/4/25 16:39	K56+400	青龙立交	4968	蓝渝CHG898
2021/4/25 16:39	K56+400	青龙立交	4635	蓝渝F681Q3
2021/4/25 16:39	K56+400	青龙立交	4341	蓝渝A3139T
2021/4/25 16:41	K56+400	青龙立交	4373	蓝渝FFW622
2021/4/25 16:39	K56+400	青龙立交	4910	蓝陕A710LP
2021/4/25 16:39	K56+400	青龙立交	4643	蓝渝F0L008
2021/4/25 16:39	K56+400	青龙立交	3994	蓝渝F5V108
2021/4/25 16:41	K56+400	青龙立交	4819	蓝渝DBX499
2021/4/25 16:41	K56+400	青龙立交	4478	蓝渝AW0U16
2021/4/25 16:39	K56+400	青龙立交	5588	蓝渝FJX663
2021/4/25 16:39	K56+400	青龙立交	4669	NO
2021/4/25 16:39	K56+400	青龙立交	4637	蓝渝FNG608
2021/4/25 16:41	K56+400	青龙立交	4093	蓝渝A2869P
2021/4/25 16:41	K56+400	青龙立交	4061	蓝渝FT7305
2021/4/25 16:39	K56+400	青龙立交	4654	蓝渝FBR533
2021/4/25 16:41	K56+400	青龙立交	4264	NO
2021/4/25 16:41	K56+400	青龙立交	4125	蓝渝F71B03
2021/4/25 16:39	K56+400	青龙立交	5107	蓝渝DBH598
2021/4/25 16:41	K56+400	青龙立交	4006	蓝渝FDQ223
2021/4/25 16:39	K56+400	青龙立交	4669	蓝川AX3L25
2021/4/25 16:41	K56+400	青龙立交	3770	蓝渝A1859T
2021/4/25 16:39	K56+400	青龙立交	4789	蓝渝AC71H0
2021/4/25 16:41	K56+400	青龙立交	4328	蓝渝FMG662
2021/4/25 16:39	K56+400	青龙立交	3784	蓝渝F13A65
2021/4/25 16:39	K56+400	青龙立交	4532	蓝渝G2E337
2021/4/25 16:40	K56+400	青龙立交	5226	蓝渝F8TA73
2021/4/25 16:41	K56+400	青龙立交	5196	蓝渝A53RZ9
2021/4/25 16:40	K56+400	青龙立交	4846	蓝渝F5D383
2021/4/25 16:40	K56+400	青龙立交	3413	黄渝A13519D
2021/4/25 16:40	K56+400	青龙立交	5517	蓝渝F0W973
2021/4/25 16:40	K56+400	青龙立交	4284	蓝渝D361R1
2021/4/25 16:42	K56+400	青龙立交	4334	蓝渝A6ZM89
2021/4/25 16:40	K56+400	青龙立交	4207	蓝渝AA7F16
2021/4/25 16:40	K56+400	青龙立交	4512	蓝鄂EBX572
2021/4/25 16:40	K56+400	青龙立交	4277	蓝渝AG15T3
2021/4/25 16:42	K56+400	青龙立交	5169	蓝渝D67T91
2021/4/25 16:42	K56+400	青龙立交	4007	NO
2021/4/25 16:42	K56+400	青龙立交	3796	蓝渝DJG132
2021/4/25 16:42	K56+400	青龙立交	4676	蓝渝FMZ691
2021/4/25 16:42	K56+400	青龙立交	4492	蓝渝DMS565
2021/4/25 16:42	K56+400	青龙立交	3804	蓝渝DW7115
2021/4/25 16:42	K56+400	青龙立交	4315	蓝渝DKP715
2021/4/25 16:42	K56+400	青龙立交	3613	蓝渝AQ7888
2021/4/25 16:40	K56+400	青龙立交	4906	蓝渝FJN339
2021/4/25 16:42	K56+400	青龙立交	4140	蓝渝F11W97
2021/4/25 16:41	K56+400	青龙立交	3944	蓝渝A5827K
2021/4/25 16:41	K56+400	青龙立交	4995	蓝渝FF1858
2021/4/25 16:41	K56+400	青龙立交	3650	蓝渝A80CL0
2021/4/25 16:41	K56+400	青龙立交	5423	蓝渝AG90V6
2021/4/25 16:41	K56+400	青龙立交	4814	蓝渝FDP386
2021/4/25 16:41	K56+400	青龙立交	4411	蓝渝FDP386
2021/4/25 16:41	K56+400	青龙立交	6729	蓝渝A779C5
2021/4/25 16:41	K56+400	青龙立交	5632	蓝渝D571B5
2021/4/25 16:41	K56+400	青龙立交	3873	蓝渝F1V807
2021/4/25 16:43	K56+400	青龙立交	4254	蓝渝A06BX8
2021/4/25 16:43	K56+400	青龙立交	3488	蓝渝F2E025
2021/4/25 16:41	K56+400	青龙立交	5003	蓝渝DJK675
2021/4/25 16:41	K56+400	青龙立交	4541	蓝渝FAE517
2021/4/25 16:41	K56+400	青龙立交	4658	蓝渝A1328D
2021/4/25 16:41	K56+400	青龙立交	4591	蓝渝AD6077
2021/4/25 16:41	K56+400	青龙立交	4330	蓝渝F97S30
2021/4/25 16:43	K56+400	青龙立交	3913	蓝渝F06A11
2021/4/25 16:43	K56+400	青龙立交	4064	蓝渝D10K15
2021/4/25 16:43	K56+400	青龙立交	4535	蓝渝FBG219
2021/4/25 16:42	K56+400	青龙立交	5063	蓝渝DBB416
2021/4/25 16:44	K56+400	青龙立交	4893	蓝渝A671ST
2021/4/25 16:44	K56+400	青龙立交	3911	黄渝A71895
2021/4/25 16:42	K56+400	青龙立交	4288	NO
2021/4/25 16:42	K56+400	青龙立交	4660	蓝渝FAC829
2021/4/25 16:42	K56+400	青龙立交	5193	蓝渝A1P249
2021/4/25 16:44	K56+400	青龙立交	4061	蓝渝AQ13X5
2021/4/25 16:42	K56+400	青龙立交	4814	蓝渝A350JQ
2021/4/25 16:44	K56+400	青龙立交	4043	蓝渝F91W17
2021/4/25 16:42	K56+400	青龙立交	4500	蓝渝D9B903
2021/4/25 16:42	K56+400	青龙立交	4079	蓝粤X19V00
2021/4/25 16:42	K56+400	青龙立交	4047	NO
2021/4/25 16:42	K56+400	青龙立交	4622	蓝渝D838Z8
2021/4/25 16:42	K56+400	青龙立交	3996	蓝渝DEP353
2021/4/25 16:43	K56+400	青龙立交	4451	蓝渝F3E361
2021/4/25 16:44	K56+400	青龙立交	3247	蓝渝AM29L7
2021/4/25 16:44	K56+400	青龙立交	4280	蓝渝AV21G0
2021/4/25 16:43	K56+400	青龙立交	4412	蓝渝F00P53
2021/4/25 16:43	K56+400	青龙立交	5109	绿渝AD63103
2021/4/25 16:43	K56+400	青龙立交	4648	蓝渝F15B81
2021/4/25 16:43	K56+400	青龙立交	3700	蓝渝F2D300
2021/4/25 16:43	K56+400	青龙立交	4490	蓝渝AF113C
2021/4/25 16:43	K56+400	青龙立交	4520	蓝渝B101A8
2021/4/25 16:45	K56+400	青龙立交	3999	蓝渝F968P5
2021/4/25 16:45	K56+400	青龙立交	5657	蓝渝AR26F5
2021/4/25 16:43	K56+400	青龙立交	4297	黄渝D22169
2021/4/25 16:43	K56+400	青龙立交	4762	蓝渝D8G472
2021/4/25 16:45	K56+400	青龙立交	4328	蓝渝AA53E3
2021/4/25 16:45	K56+400	青龙立交	3667	NO
2021/4/25 16:43	K56+400	青龙立交	4084	蓝渝FMG989
2021/4/25 16:45	K56+400	青龙立交	3651	蓝渝FAK105
2021/4/25 16:43	K56+400	青龙立交	3649	NO
2021/4/25 16:45	K56+400	青龙立交	3928	蓝渝DJH703
2021/4/25 16:45	K56+400	青龙立交	4160	蓝渝AS0Q68
2021/4/25 16:43	K56+400	青龙立交	4879	蓝渝AP3N08
2021/4/25 16:45	K56+400	青龙立交	3667	蓝渝A511ZY
2021/4/25 16:45	K56+400	青龙立交	4061	蓝川A06BP9
2021/4/25 16:45	K56+400	青龙立交	3858	蓝渝FBA880
2021/4/25 16:43	K56+400	青龙立交	3078	黄渝A09217F
2021/4/25 16:45	K56+400	青龙立交	4282	蓝渝AD0C33
2021/4/25 16:43	K56+400	青龙立交	4929	蓝渝AL9H03
2021/4/25 16:45	K56+400	青龙立交	4136	蓝渝AB24U7
2021/4/25 16:45	K56+400	青龙立交	4177	NO
2021/4/25 16:45	K56+400	青龙立交	3168	黄渝A09809F
2021/4/25 16:45	K56+400	青龙立交	4616	蓝渝A322VA
2021/4/25 16:43	K56+400	青龙立交	4663	蓝渝AG20M6
2021/4/25 16:45	K56+400	青龙立交	5083	蓝渝F0L529
2021/4/25 16:44	K56+400	青龙立交	4961	蓝渝F9X593
2021/4/25 16:44	K56+400	青龙立交	4594	蓝贵A5UG14
2021/4/25 16:46	K56+400	青龙立交	4844	蓝渝FDM818
2021/4/25 16:46	K56+400	青龙立交	4582	蓝渝F82F21
2021/4/25 16:44	K56+400	青龙立交	5331	蓝渝F18201
2021/4/25 16:44	K56+400	青龙立交	5052	蓝渝F18201
2021/4/25 16:44	K56+400	青龙立交	4364	蓝渝DAV515
2021/4/25 16:44	K56+400	青龙立交	4147	蓝渝F15M17
2021/4/25 16:46	K56+400	青龙立交	4730	蓝渝A096T8
2021/4/25 16:44	K56+400	青龙立交	4578	蓝渝FRF330
2021/4/25 16:46	K56+400	青龙立交	2756	蓝渝A73PG7
2021/4/25 16:44	K56+400	青龙立交	4682	蓝渝AB33S9
2021/4/25 16:46	K56+400	青龙立交	3805	蓝渝FMA099
2021/4/25 16:44	K56+400	青龙立交	4091	蓝渝FDT600
2021/4/25 16:44	K56+400	青龙立交	3701	蓝渝A0ZJ38
2021/4/25 16:45	K56+400	青龙立交	5145	蓝渝DAL555
2021/4/25 16:45	K56+400	青龙立交	4027	黄渝F03551
2021/4/25 16:47	K56+400	青龙立交	5063	蓝渝AW173B
2021/4/25 16:45	K56+400	青龙立交	4530	蓝渝F2A787
2021/4/25 16:47	K56+400	青龙立交	3353	蓝渝AJ1G77
2021/4/25 16:45	K56+400	青龙立交	4277	蓝渝A53GX7
2021/4/25 16:45	K56+400	青龙立交	5370	蓝渝FPQ361
2021/4/25 16:47	K56+400	青龙立交	3795	蓝渝AE66R0
